tag_name
Caffeine Cravings
Cakes
Cakes
Cakes Desserts Tile Subpage
Canadian
Canadian
Candy
Careem Awards Nominations
Careem Awards Winners
Careem Choice
Caribbean
Carousel for Premium Users
Eithad OTW C3
Catering
CD Brand Logo Lunch
CD Top Brands
Celebration
Celebratory Sweets
Chaat
Chaat Tile Indian Subpage
Champions League Item Tag
Cheat Day Special
Cheat Dinner
Cheat Meal
Chettinad
Chicken
Chicken
Chicken & Wings Large Orders
Chicken & Wings Manual Carousel
Chicken & Wings Subpage Brand Logos
Chicken Burger Carousel Subpage
Chicken Dishes
Chicken Sando Burger Tile Subpage
European
Chinese
Chocolate Valentine Offer Card
Chocolates
Chocolates
Christmas
Christmas 2022
Christmas 25
Christmats Items Tag
Classic Burgers Subpage
Cocktails
Cocktails
Coffee
Coffee
Coffee & Desserts
Coffee & Sweets
Coffee Beans
Coffee Brand Logos for Amman
Coffee Breakfast Subpage
Filipino
Coffee Lover
Comfort
Comfort
Comfort Food Valentine Offer Card
Continental
Continental
Cookies
Cookies
Cookies Desserts Tile Subpage
Corn
Cosmetics
Cosmetics
Count your macros Carousel Subpage
CPlus
CPlus Exclusive
CPlus Mondays
Crazy + Top NU
Crazy Deals
Crazy Deals Breakfast
Crazy Deals Dinner
Crazy Deals Lunch
Crepes
Crepes
Cricket Deals 2024
Fried Chicken
Croissants
Cupcakes Valentine Offer Card
Curry Dishes
D4D AUH
Daily Essentials
Daily Groceries 2
Dairy
Dairy & Eggs
Frozen Yogurt
Dates
DD Graduation AUH
Banner Tag
Desi
Desi
Desi Style Iftar
Desi Style Suhoor
Desi Sweets
Desi Week
Dessert Brand Logos Subpage
Dessert Lebanese Day AUH
Dessert Lebanese Day Dxb
German
Desserts
Gifts
Desserts Tile Asian Subpage
Dimsum
Dimsums Tile Asian Subpage
Dinner Brand Logo Arabic
Dinner for 2
Discounted Delivery EXP
Discounted Offers
Discounts
Diwali
Domino
Dominos
Gourmet Dinner
Doner
Doner
Donuts
Donuts
Dosa
Drinks Campaign
dummy outlets
Dummy Tag for Catalog
Dumpling
Dunkin Donuts
DXB - Premium Brand Logos MA
DXB - Tourists Brand Logos MA
DXB National Day
DXB National Day 50%
Halloween 2022
easter-auh-tag
Harees (Emirati)
Hawader Breakfast subpage tile
Eggs & Toast Tile Subpage
Egyptian
Egyptian
Egyptian Tile
Eid (Arabic Dishes Carousel)
Eid (Arabic Sweets Carousel)
Eid (Biryani Carousel)
Eid (Cakes Carousel)
Eid (Egyptian Carousel)
Eid (Gifting Options)
Eid (Mandi Carousel)
Eid Sweets
EIDFITR
Eithad OTW
Eithad OTW C1
Eithad OTW C2
Eithad OTW C4
Eithad OTW C5
Eithad OTW C6
Eithad OTW C7
Electronics
High Margin - Asian
Emirati
Emirati
Emirati Carousel AUH
High Margin - Dessert
High Margin - Healthy
Epic Deals
Espresso
Espresso
High Margin - Pizza
EU DXB - Karama & Khawaneej Brand Logos MA
EU DXB - Marina+Central+Motor Brand Logos MA
EU DXB - Pan City Brand Logos MA
European
Exclusive Offer-30%
Exclusive Offers
New test
Existing-cplus brand logos
Existing-non-cplus brand logos
Honey
Falafel
Falafel
Falafel Day
Falafel Levant Tile Subpage
Hot Dog
Fast Food
Fast Food
Hummus
Festive pre-order & on demand
Festive Sales
Festive Specials
Filipino
Filipino Moods Carousel Asian Subpage
Fish
Fish & Chips
flash sale auh
Flash Sale in AUH
Flash Sale Jan 2026
Flash Sale Ramadan AUH
Flowers
Foul
Foul
Foul & Fatteh Levant Tile Subpage
Free Delivary
Free Delivery Banner
Free Delivery New
French
French
Friday Weekend Feast
Fried Chicken
Fried Dishes
Fried Rice Tile Asian Subpage
Fries
Fries
Influencer 5 fav cuisine
Balkan
Frozen Yogurt
Fruits
Banner2
Fruits & Vegetables
Iranian
FTU Campaign
Irish
Gathering Meals 2
Generic Brand Logos AUH
Gifts & Flowers
Gluten Free
Gluten-free
Gluten-free
Gluten-free Options
Gotham Testing DNU
Juices
Gourmet
Gourmet Breakfast
Gourmet Burger Tile Subpage
govinda
Greek
Greek
Grilled Chicken Subpage Tag
Grilled Tile Healthy Subpage
Grills Levant Tile Subpage
Groceries
Group Family Iftar
Group Orders Pakistani
Growth Code NU Premium
Milk
Gujarati
Gyros
Handi
Health & Beauty
Healthy
Healthy
Healthy 50% Campaign Amman
Healthy 50% OFF
Healthy Brand Logos Subpage
Healthy Breakfast Subpage
Healthy Desserts Temp
Healthy Desserts Tile Subpage
Healthy Iftar
Healthy Meals
Healthy Offers
Healthy Salads
Healthy Sandwiches
Healthy snacks Healthy subpage tile
Healthy Suhoor
Beef Burger Carousel Subpage
Lebanese
Lebanese
High AOV
High AOV with coke
Paratha
High Margin - Breakfast
High Margin - Burgers
High Margin - Indian
High Margin - Levant
Light & Fresh Lunch
Nepali
Home Essentials
Nepali
New on Food
Homegrown Carousel AUH
Local Legends Campaign AUH
honey
Hot Beverages
Hot Beverages
Hot Dog
Hot n Spicy Day
Hyderabadi
Ice Cream
Ice Cream
Ice Cream Desserts Tile Subpage
Iftar Deals
India Campaign
Indian
Indian
Noodles
Maamoul
Noodles & Ramen
Maki
Indian Sweets Desserts Tile Subpage
Indo-Chinese
Indonesian
Indonesian
Influencer 1 fav cuisine
Influencer 2 fav cuisine
Influencer 3 fav cuisine
Influencer 4 All Restaurants
Influencer 4 fav cuisine
Influencer 5 All Restaurants
International
International
Matcha Coffee Subpage
Iranian
Italian
Italian
Meat Dish
Japanese
Japanese Moods Carousel Asian Subpage
Mediterranean
Jordanian
Juices
Juniors
Mexican
Kabsa
Kebab
Kebab
Kerala
Kerala
Kerala Tile Indian Subpage
Keto
Keto Tile Subpage
Premium Biryani
Khateer
Kibbeh
Kids
kitopi auh
Kitopi Deals
Mix Fried rice
Mixed
KLC Campaign
Knafeh
Korean
Korean
Korean Moods Carousel Asian Subpage
Koshary
Kulfi
Kunafa
Kunafa
Kunafa Subpage Tag
Kuwaiti
Kuwaiti
Lamb
Pan Asian
Late Night Offers
MothersDay
Pancit
Must Try
Lebanese Trending
Lebanese Week AUH
Lebanon Relief Campaign
Nachos
Levant Brand Logos Subpage
Levant Week
Life Bowls
New Restaurants
New-cplus brand logos
locallegends-auh
Loved Brand Abu Dhabi
Loved Brand Al Ain
Low AOV
Lunch at Work
Lunch Brand Logo Arabic
Luqaimat
Luqaimat
Pizza
Malaysian
Manakish
Manakish
Manakish Levant Tile Subpage
Mandi
Mandi
Mansaf
Mansaf
Masala Chicken
Match Mania 2022
NU DXB - Marina+Central+Motor Brand Logos MA
Meat Dish
NU must try AUH
Popcorn
Mediterranean
Mega Deals
Mexican
Mezze Levant Tile Subpage
Offer Lebanese Day Dxb
Middle Eastern
oil
midnight deals auh
Premium Brand - Careem Funded Offer
Onam Carousel
Milk Shake
Milkshakes Desserts Tile Subpage
Moajanat Breakfast Subpage
Premium Breakfast Brand Logos Abu Dhabi
Momo
Momos
Momos
Pakistani
Palestinian
Moroccan
Moroccan
Pan Asian
Most loved by employees
Motabbaq
Must Try Morning
Mutabbaq
Mutton
Nasi Goreng
National Day 54% off
Navaratri Festival
Pepsi CK
New Year Sales
New-non-cplus brand logos
Newly Added Expirement
Pharmacies 2
Pharmacy
Pie
Pie
Pizza
Noodles & Ramen
Noodles Tile Asian Subpage
North Indian
North Indian
North Indian Subpage Tile
Not your traditional iftar
NU 50 off AUH
NU Brand Logos AUH
NU DXB - Karama & Khawaneej Brand Logos MA
NU DXB - Pan City Brand Logos MA
NU Top Carousel
Nutritious Day
Nuts
Offer Lebanese Day AUH
Olayan Group
Onam Festival
Premium Brands Carousel
Premium Brands Carousel Abu Dhabi
Premium Breakfast
Pad Thai
Pakistani
Palestinian
Pancakes
Pancakes & Bagels
Pancakes & Bagels Tile Subpage
Paratha Rolls
Paratha Tile Indian Subpage
Pasta
Pasta
Pasta & Pizza Valentine Offer Card
Pastries
Pastries
Pelmeni
Pet Shop
Pet Shop 2
Pet Shops
Pet Toys
Petit Four
Pharmacies
Protein Shakes Tile Subpage
Pure Veg
Pure Veg Tile Indian Subpage
Pizza Subpage Carousel Amman
Plus Desserts
Plus Flash Feast
Plus Week Dinner
Plus Week Lunch
Ramadan Generic
Pocket Friendly Zonal
Poké
Poke Tile Subpage
Popsicles
Popular
Portuguese
Portuguese
Savory Lebanese Day AUH
Premium 5JDOFF
Premium Asian
Premium Brand Logos Abu Dhabi
Premium Brands
Premium Breakfast Favs Carousel | AUH
Premium Burger
Premium Coffee
Premium Desserts
Premium Emirati Nationality
Premium FTU Thursday
Premium Healthy
Premium Indian
Premium Italian
Premium Levant
Premium Mexican
Premium Pizza
Premium Russian Nationality
Premium Sushi
Premium USA Nationality
Premium Users (Trending)
SHJ Brand Logos Breakfast
SHJ Brand Logos Lunch & Dinner
Sponsored
Breast Cancer 2021
Protein Balls
Protein Shake
Quesadilla
Quik Groceries
Rajasthani
Ramadan
Ramadan Dessert
Ramadan Grocery 2022
Ramadan Juices
RAMADAN2023
RAMADANSWEETS2023
Ramen
Ramen Tile Asian Subpage
Red Bull Campaign
Scandinavian
Rice
Rice
Seafood
Rise N Shine Offers
Soft Drinks
Roasteries
Roasteries
Roasteries & Chocolate
Roastery
Rolls
Rolls
Rolls Tile Indian Subpage
Romanian
Romanian
Russian
Russian
Russian BOD Breakfast
Russian BOD Dinner
Shawarma Party
SHAWERMA ARAB BANK
Russian Sushi
Russian Trending
Tawooq Subpage Tag
Specific Partners Campaign
Shops 2
Salads
Salads
Salads & Bowls Mkt
Salads Tile Subpage
Sandwiches
Sandwiches
Sandwiches and wraps
Sandwiches Breakfast Subpage
Saturday Weekend Feast
Sauce
Saudi
Saudi
Save More
Smoothies
Savory Lebanese Day Dxb
Seafood
Soft Drinks
Services
Shakes
Shakes
Share the Meal
Shawarma
Shawarma
Shawarma Brand Logos
Shawarma Levant Tile Subpage
Spanish Latte
Shinwari
Shrimps
Shrimps
Simply Greek Campaign
Sweets
Singaporean
Sizzling
Sliders Tile Subpage
Smashed Burger Tile Subpage
Smoothies
Smoothies Tile Subpage
Snacks
Snacks
Soup
Soup
South Asian Breakfast
South Indian
South Indian
South Indian Breakfast Subpage
South Indian Subpage Tile
Spanish
Supermarkets
Sushi
Spices
Spooky Deals
Sri Lankan
Sweets
Steak
Steak
Steaks Valentine Offer Card
SteakTag
Street Food
Street Food
Sufra Essentials
Sugar-free Subpage Tag
Summer
Summer Breeze
Summer Deals
Super Savers
Sushi
Sushi Tile Asian Subpage
Sushi Valentine Offer Card
Sweet Tooth
Sweets Gifting Options
Sweets Pakistani
Syrian
Syrian
Tacos
Tacos
Tajin
Tamees
Tandoor
Tandoor
Tapsilog
Tea
Tea
Tea Tile Indian Subpage
Test
test
test tag
Thai
Thai
Top 10 Breakfast Indian Subpage
Top 10 Burgers
Thali
Thali Tile Indian Subpage
Top 10 Dinner Indian Subpage
Tier1 NU 50% OFF
Top 10 Eid Dinner
Top 10 Eid Lunch
Top 10 Asian Carousel Subpage
Top 10 Breakfast Carousel Levant Subpage
Top 10 Burgers Carousel Subpage
Top 10 Dinner Carousel Levant Subpage
Top 10 Eid Breakfast
Top 10 Eid Sweets
Top 10 Lunch Carousel Levant Subpage
Top 10 Lunch Indian Subpage
Top 10 Salads
Top 10 Shawerma
Top 25 Brands - Weekend Plus
Top Brands Plus Week
Top Brands with Late Night Orders
Top Breakfast Places Carousel Subpage
Top chaat carousel Indian Subpage
Top Choice
Top Coffee
Top Healthy
Top Ice Cream Carousel
Top Lunch
Top Manaqeesh & Falafel
Top new Brands
Top Offers on Top Brands
Top picks
Top Salads Healthy Subpage Carousel
Top Shawerma
Turkish Sweets
Toys
Toys & Stationary
Traditional
Traditional Arabic Iftar
Traditional Arabic Suhoor
Trending Bani Yas
Trending Premium AUH
Turkish
Turkish
UAE Desserts AUH
Value Pizzas Carousel Subpage
UAE National Day
Vegan
Upto 50% Off
Uzbekistan
Uzbekistan
valentine
Valentines MA Carousel
Vday
Vegan
Vegan Burger Tile Subpage
Vegan Day
Vegetables
Vegetarian
Vietnamese
Vietnamese
Vietnamese Moods Carousel Asian Subpage
Vine Leaves
Vine Leaves
Vitality Juices
Waffle Fries
Waffles
Waffles
Waffles & Crepes Desserts Tile Subpage
Water
Weekend Lunch
Weekend Flash Sale
Weekend Large Orders Carousel
Wellness bowls
Wholesome Dinners
Wings
Wings
Winter Essentials
Winter Fest
Winter Treats
World Coconut Day
World Pasta Day
Wrap
Wraps
Wraps
Wraps Tile Subpage
XMAS Food MA DNU
XMAS Store AE DNU
Yahya Influencer Fav
Yemeni
Yemeni
Zarqaa Discounted Delivery
Zonal Drop
Zonal Must Try
Zonal Must Try 2
